,Latitude,Longitude,BirthDate,BirthDateTime,SeasonRegressionEncoding,SeasonFrankHalEncodingSpring,SeasonFrankHalEncodingSummer,SeasonFrankHalEncodingFall,sunriseTimeRaw,sunsetTimeRaw,moonPhase,precipIntensityMax,precipProbability,precipTypeRaw,temperatureHigh,temperatureLow,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,sunriseTimeMinute,sunsetTimeMinute,dayDuration,temperatureChange,PrecipType_None,PrecipType_rain,PrecipType_snow
1506,47.586,-101.51152,1546615302,2019-01-04 15:21:42,0,0,0,0,1546612500.0,1546643340.0,0.97,0.0092,0.78,rain,41.1,28.68,29.38,0.75,10.36,0.21,1.0,6.056,875.0,1389.0,514.0,12.420000000000002,0,1,0
1507,35.81931,-117.6231,1524666458,2018-04-25 14:27:38,1,1,0,0,1524661560.0,1524709980.0,0.37,0.0188,0.19,rain,91.11,64.35,27.88,0.18,5.26,0.46,7.0,9.871,786.0,1593.0,807.0,26.760000000000005,0,1,0
1514,33.294975,-81.373085,1526543922,2018-05-17 07:58:42,1,1,0,0,1526552700.0,1526602860.0,0.1,0.2274,0.96,rain,78.68,69.7,69.71,0.92,2.46,0.88,6.0,9.19,625.0,1461.0,836.0,8.980000000000004,0,1,0
1516,31.921328,-80.99184,1522444886,2018-03-30 21:21:26,1,1,0,0,1522408560.0,1522453380.0,0.48,0.0837,0.96,rain,66.7,54.19,60.84,0.88,6.59,0.47,7.0,8.498,676.0,1423.0,747.0,12.510000000000005,0,1,0
1517,45.67188,-109.87989,1537930280,2018-09-26 02:51:20,3,1,1,1,1537881120.0,1537924380.0,0.53,0.0071,0.56,rain,57.69,41.46,28.35,0.51,5.79,0.6,3.0,9.997,792.0,1513.0,721.0,16.229999999999997,0,1,0
1518,42.55472,-121.89954,1515834144,2018-01-13 09:02:24,0,0,0,0,1515857820.0,1515891480.0,0.91,0.0,0.0,None,54.26,29.83,30.26,0.79,3.6,0.0,2.0,9.997,937.0,1498.0,561.0,24.43,1,0,0
1519,35.3893,-116.780106,1524261356,2018-04-20 21:55:56,1,1,0,0,1524229740.0,1524277500.0,0.19,0.0,0.0,None,70.08,42.96,22.26,0.32,8.79,0.02,10.0,9.688,789.0,1585.0,796.0,27.119999999999997,1,0,0
1523,44.324387,-87.199524,1533871250,2018-08-10 03:20:50,2,1,1,0,1533811620.0,1533863100.0,0.95,0.0036,1.0,rain,79.14,58.76,64.54,0.75,3.81,0.21,8.0,9.856,647.0,1505.0,858.0,20.380000000000003,0,1,0
1524,35.35969,-111.802956,1529878154,2018-06-24 22:09:14,2,1,1,0,1529842500.0,1529894820.0,0.41,0.0019,0.12,rain,80.58,49.79,34.85,0.38,5.55,0.02,12.0,4.576,735.0,1607.0,872.0,30.79,0,1,0
1525,45.63878,-83.457245,1521881679,2018-03-24 08:54:39,1,1,0,0,1521891000.0,1521935520.0,0.26,0.0,0.0,None,29.52,18.38,8.93,0.52,8.35,0.0,6.0,9.618,690.0,1432.0,742.0,11.14,1,0,0
1528,32.43643,-79.88736,1535298785,2018-08-26 15:53:05,2,1,1,0,1535280720.0,1535327580.0,0.52,0.7414,1.0,rain,86.2,74.68,75.19,0.86,7.16,0.26,8.0,6.951,652.0,1433.0,781.0,11.519999999999996,0,1,0
1529,38.629288,-91.14526,1538774040,2018-10-05 21:14:00,3,1,1,1,1538741100.0,1538782980.0,0.89,0.0199,0.18,rain,88.0,71.37,66.2,0.79,4.16,0.27,5.0,9.014,725.0,1423.0,698.0,16.629999999999995,0,1,0
1530,34.917168,-105.85816,1529731498,2018-06-23 05:24:58,2,1,1,0,1529668320.0,1529720520.0,0.34,0.0,0.0,None,95.51,54.25,29.68,0.22,11.56,0.0,12.0,9.997,712.0,1582.0,870.0,41.260000000000005,1,0,0
1533,48.66478,-109.30907,1543701204,2018-12-01 21:53:24,0,0,0,0,1543675800.0,1543706700.0,0.83,0.0303,1.0,snow,29.72,23.29,25.24,0.97,4.74,0.8,1.0,7.837,890.0,1405.0,515.0,6.43,0,0,1
1537,38.80775,-96.56769,1522939576,2018-04-05 14:46:16,1,1,0,0,1522929900.0,1522976040.0,0.68,0.0,0.0,None,72.76,39.77,27.61,0.38,5.49,0.03,8.0,9.213,725.0,1494.0,769.0,32.99,1,0,0
1538,41.69809,-109.53948,1518014483,2018-02-07 14:41:23,0,0,0,0,1518013500.0,1518050580.0,0.77,0.0,0.0,None,42.41,32.25,20.74,0.58,14.78,0.27,3.0,2.568,865.0,1483.0,618.0,10.159999999999997,1,0,0
1541,34.62134,-120.1887,1536633333,2018-09-11 02:35:33,3,1,1,1,1536586920.0,1536632160.0,0.05,0.0,0.0,None,79.95,54.3,51.84,0.62,5.03,0.42,8.0,6.474,822.0,1576.0,754.0,25.650000000000006,1,0,0
1543,45.38963,-79.52905,1515382036,2018-01-08 03:27:16,0,0,0,0,1515329880.0,1515361980.0,0.72,0.0141,0.51,snow,14.69,13.7,-0.34,0.8,5.37,0.96,1.0,7.318,778.0,1313.0,535.0,0.9900000000000002,0,0,1
1546,35.24544,-89.274155,1529857935,2018-06-24 16:32:15,2,1,1,0,1529837100.0,1529889420.0,0.4,0.058,0.96,rain,89.59,74.24,73.71,0.81,5.11,0.32,10.0,9.707,645.0,1517.0,872.0,15.350000000000009,0,1,0
1547,36.687244,-104.91715,1556001552,2019-04-23 06:39:12,1,1,0,0,1556021760.0,1556070120.0,0.66,0.1801,1.0,rain,46.16,34.87,28.48,0.66,2.62,0.98,5.0,9.264,736.0,1542.0,806.0,11.29,0,1,0
1552,38.202187,-120.118324,1545454102,2018-12-22 04:48:22,0,0,0,0,1545405300.0,1545439500.0,0.48,0.0489,0.74,rain,51.05,34.97,38.57,0.81,3.69,0.71,2.0,9.574,915.0,1485.0,570.0,16.08,0,1,0
1553,41.78679,-103.61575,1548398006,2019-01-25 06:33:26,0,0,0,0,1548339300.0,1548374400.0,0.65,0.0467,0.47,snow,22.83,3.97,13.76,0.88,6.81,0.49,2.0,7.785,855.0,1440.0,585.0,18.86,0,0,1
1555,41.43806,-85.583855,1539995717,2018-10-20 00:35:17,3,1,1,1,1539950400.0,1539989820.0,0.35,0.0205,1.0,rain,53.99,44.23,35.33,0.68,9.21,0.4,4.0,9.31,720.0,1377.0,657.0,9.760000000000005,0,1,0
1559,45.905357,-96.47885,1549459018,2019-02-06 13:16:58,0,0,0,0,1549460580.0,1549496400.0,0.07,0.0,0.0,None,2.86,-3.47,-4.09,0.8,13.65,1.0,2.0,6.537,823.0,1420.0,597.0,6.33,1,0,0
1561,32.716667,-83.49981,1515127722,2018-01-05 04:48:42,0,0,0,0,1515069480.0,1515105720.0,0.61,0.0005,0.02,snow,41.41,19.41,6.62,0.35,9.55,0.0,3.0,6.218,758.0,1362.0,604.0,21.999999999999996,0,0,1
1563,32.712894,-86.4706,1552026027,2019-03-08 06:20:27,1,1,0,0,1552046760.0,1552089000.0,0.08,0.0,0.0,None,73.45,60.57,49.53,0.65,6.52,0.85,4.0,9.997,726.0,1430.0,704.0,12.880000000000003,1,0,0
1564,37.982643,-92.31943,1518600555,2018-02-14 09:29:15,0,0,0,0,1518613260.0,1518652080.0,0.98,0.0013,0.21,rain,65.54,56.61,47.4,0.79,5.81,0.65,3.0,10.0,781.0,1428.0,647.0,8.930000000000007,0,1,0
1567,30.156996,-86.62259,1552794869,2019-03-17 03:54:29,1,1,0,0,1552737360.0,1552780560.0,0.35,0.0076,1.0,rain,60.81,49.31,39.44,0.55,11.53,0.85,5.0,9.916,716.0,1436.0,720.0,11.5,0,1,0
1568,43.660606,-76.72331,1551891759,2019-03-06 17:02:39,1,1,0,0,1551872160.0,1551913380.0,0.01,0.0532,1.0,snow,18.86,8.7,2.64,0.56,16.35,0.94,3.0,4.282,696.0,1383.0,687.0,10.16,0,0,1
1569,41.23876,-104.714966,1544394688,2018-12-09 22:31:28,0,0,0,0,1544364840.0,1544398260.0,0.09,0.0,0.0,None,35.03,24.21,12.09,0.56,11.73,0.0,2.0,6.089,854.0,1411.0,557.0,10.82,1,0,0
1570,38.24039,-98.79205,1525978727,2018-05-10 18:58:47,1,1,0,0,1525951800.0,1526002560.0,0.84,0.1819,1.0,rain,85.56,64.15,61.87,0.71,8.83,0.09,10.0,9.974,690.0,1536.0,846.0,21.409999999999997,0,1,0
1571,45.411655,-112.83378,1556168881,2019-04-25 05:08:01,1,1,0,0,1556109120.0,1556159400.0,0.69,0.0012,0.16,rain,54.77,26.62,24.83,0.49,6.81,0.45,7.0,9.872,752.0,1590.0,838.0,28.150000000000002,0,1,0
1573,49.556313,-94.99714,1523726323,2018-04-14 17:18:43,1,1,0,0,1523705400.0,1523754720.0,0.97,0.0,0.0,None,34.58,14.97,6.04,0.46,7.05,0.0,6.0,9.997,690.0,1512.0,822.0,19.61,1,0,0
1574,44.64959,-99.87183,1525916858,2018-05-10 01:47:38,1,1,0,0,1525864800.0,1525917300.0,0.81,0.0,0.0,None,75.74,42.79,49.33,0.67,11.4,0.28,9.0,8.118,680.0,1555.0,875.0,32.949999999999996,1,0,0
1578,49.24365,-121.81367,1539924488,2018-10-19 04:48:08,3,1,1,1,1539873240.0,1539911520.0,0.32,0.0,0.0,None,66.9,46.17,43.92,0.7,2.17,0.33,2.0,10.0,874.0,1512.0,638.0,20.730000000000004,1,0,0
1579,46.24396,-89.970764,1532662558,2018-07-27 03:35:58,2,1,1,0,1532601360.0,1532655540.0,0.48,0.054,1.0,rain,65.32,52.86,56.06,0.95,6.71,0.76,5.0,8.969,636.0,1539.0,903.0,12.459999999999994,0,1,0
1580,47.171795,-88.65739,1526688520,2018-05-19 00:08:40,1,1,0,0,1526638560.0,1526693340.0,0.13,0.0,0.0,None,65.24,51.41,31.56,0.49,8.76,0.27,9.0,9.997,616.0,1529.0,913.0,13.829999999999998,1,0,0
1583,38.910873,-87.944275,1551385270,2019-02-28 20:21:10,0,0,0,0,1551356820.0,1551397440.0,0.83,0.0111,1.0,snow,32.07,30.05,24.24,0.82,8.75,0.97,3.0,8.626,747.0,1424.0,677.0,2.0199999999999996,0,0,1
1584,46.50793,-108.86779,1532216602,2018-07-21 23:43:22,2,1,1,0,1532173500.0,1532228460.0,0.33,0.0375,0.54,rain,89.38,57.95,50.58,0.52,4.36,0.03,9.0,9.916,705.0,1621.0,916.0,31.429999999999993,0,1,0
1587,47.94727,-116.651215,1531642357,2018-07-15 08:12:37,2,1,1,0,1531656300.0,1531712580.0,0.12,0.0,0.0,None,89.94,47.03,37.07,0.35,3.01,0.0,9.0,3.04,725.0,1663.0,938.0,42.91,1,0,0
1591,44.74433,-103.66666,1554490562,2019-04-05 18:56:02,1,1,0,0,1554467340.0,1554514080.0,0.02,0.0005,0.01,rain,68.85,43.44,36.55,0.55,6.35,0.22,7.0,9.096,749.0,1528.0,779.0,25.409999999999997,0,1,0
1593,46.825104,-111.89536,1552029667,2019-03-08 07:21:07,1,1,0,0,1552053300.0,1552094640.0,0.08,0.0,0.0,None,28.25,4.08,6.95,0.72,3.84,0.15,4.0,7.669,835.0,1524.0,689.0,24.17,1,0,0
1594,44.51224,-95.27444,1547794594,2019-01-18 06:56:34,0,0,0,0,1547819640.0,1547853120.0,0.42,0.0018,0.26,snow,11.48,-9.58,3.56,0.81,9.92,0.96,1.0,4.72,834.0,1392.0,558.0,21.060000000000002,0,0,1
1595,45.925938,-112.34695,1524692113,2018-04-25 21:35:13,1,1,0,0,1524659220.0,1524709800.0,0.37,0.0,0.0,None,57.9,27.64,21.2,0.49,5.24,0.19,9.0,9.974,747.0,1590.0,843.0,30.259999999999998,1,0,0
1596,47.446632,-97.822495,1521545567,2018-03-20 11:32:47,1,1,0,0,1521549300.0,1521593100.0,0.12,0.0,0.0,None,32.6,27.86,27.19,0.99,5.62,0.98,3.0,5.25,755.0,1485.0,730.0,4.740000000000002,1,0,0
1597,35.41985,-84.48149,1555986411,2019-04-23 02:26:51,1,1,0,0,1555930680.0,1555978620.0,0.63,0.0,0.0,None,78.27,46.5,44.48,0.66,0.69,0.0,10.0,9.713,658.0,1457.0,799.0,31.769999999999996,1,0,0
1598,36.447605,-90.77212,1519083506,2018-02-19 23:38:26,0,0,0,0,1519044420.0,1519084140.0,0.14,0.0142,0.63,rain,71.16,64.39,58.09,0.87,11.44,0.68,3.0,8.504,767.0,1429.0,662.0,6.769999999999996,0,1,0
1599,40.879997,-122.24292,1556080195,2019-04-24 04:29:55,1,1,0,0,1556025540.0,1556074680.0,0.66,0.0042,0.05,rain,87.77,61.26,45.68,0.4,3.85,0.0,9.0,9.997,799.0,1618.0,819.0,26.509999999999998,0,1,0
1601,34.74928,-114.63999,1523825193,2018-04-15 20:46:33,1,1,0,0,1523797620.0,1523844720.0,0.0,0.0,0.0,None,89.26,72.93,6.92,0.08,7.33,0.0,10.0,9.997,787.0,1572.0,785.0,16.33,1,0,0
1604,41.73446,-98.80565,1544958967,2018-12-16 11:16:07,0,0,0,0,1544968680.0,1545001620.0,0.3,0.0,0.0,None,52.45,18.52,26.38,0.76,4.55,0.0,2.0,9.997,838.0,1387.0,549.0,33.93000000000001,1,0,0
1606,35.54077,-101.54991,1546620222,2019-01-04 16:43:42,0,0,0,0,1546610220.0,1546645620.0,0.97,0.0,0.0,None,62.28,26.98,22.53,0.5,5.71,0.0,3.0,9.997,837.0,1427.0,590.0,35.3,1,0,0
1607,46.25774,-120.87057,1541974597,2018-11-11 22:16:37,3,1,1,1,1541948460.0,1541983020.0,0.15,0.0,0.0,None,43.02,24.68,24.75,0.73,2.79,0.0,2.0,2.248,901.0,1477.0,576.0,18.340000000000003,1,0,0
1609,46.891747,-121.60273,1553816742,2019-03-28 23:45:42,1,1,0,0,1553781240.0,1553826660.0,0.78,0.0295,0.83,rain,46.48,32.53,24.8,0.61,4.09,0.72,5.0,5.227,834.0,1591.0,757.0,13.949999999999996,0,1,0
1611,39.73881,-110.30181,1523855372,2018-04-16 05:09:32,1,1,0,0,1523796240.0,1523844000.0,0.0,0.0,0.0,None,54.12,43.56,16.71,0.36,6.19,0.04,6.0,9.997,764.0,1560.0,796.0,10.559999999999995,1,0,0
1612,43.74466,-111.38583,1532262839,2018-07-22 12:33:59,2,1,1,0,1532261160.0,1532314860.0,0.36,0.0,0.0,None,76.32,50.65,43.29,0.47,6.29,0.09,10.0,2.575,726.0,1621.0,895.0,25.669999999999995,1,0,0
1614,35.97198,-80.987206,1515671941,2018-01-11 11:59:01,0,0,0,0,1515674160.0,1515709800.0,0.85,0.065,0.93,rain,51.59,50.59,44.99,0.94,2.66,1.0,2.0,3.017,756.0,1350.0,594.0,1.0,0,1,0
1616,46.768005,-108.73884,1553984419,2019-03-30 22:20:19,1,1,0,0,1553950740.0,1553996520.0,0.84,0.0,0.0,None,53.14,30.88,20.43,0.55,5.23,0.05,6.0,9.989,779.0,1542.0,763.0,22.26,1,0,0
1620,37.438225,-84.41267,1550082916,2019-02-13 18:35:16,0,0,0,0,1550061060.0,1550099760.0,0.29,0.0,0.0,None,43.08,32.93,21.58,0.58,11.57,0.04,4.0,9.978,751.0,1396.0,645.0,10.149999999999999,1,0,0
1622,39.683407,-84.25915,1535260292,2018-08-26 05:11:32,2,1,1,0,1535281260.0,1535329140.0,0.52,0.0177,0.1,rain,91.12,72.96,72.09,0.75,5.9,0.47,7.0,5.073,661.0,1459.0,798.0,18.16000000000001,0,1,0
1624,31.432154,-81.96291,1537133050,2018-09-16 21:24:10,3,1,1,1,1537096440.0,1537140840.0,0.25,0.0,0.0,None,93.66,74.92,68.76,0.64,4.17,0.34,6.0,7.111,674.0,1414.0,740.0,18.739999999999995,1,0,0
1625,39.684612,-92.92135,1520897959,2018-03-12 23:39:19,1,1,0,0,1520857740.0,1520900220.0,0.86,0.0,0.0,None,51.35,24.93,25.45,0.63,8.46,0.48,6.0,9.726,749.0,1457.0,708.0,26.42,1,0,0
1627,37.437454,-78.81257,1524212152,2018-04-20 08:15:52,1,1,0,0,1524220500.0,1524268560.0,0.18,0.0,0.0,None,64.46,37.4,25.23,0.45,0.91,0.0,9.0,9.997,635.0,1436.0,801.0,27.059999999999995,1,0,0
1632,34.93821,-102.536255,1517481661,2018-02-01 10:41:01,0,0,0,0,1517493000.0,1517530800.0,0.56,0.0,0.0,None,46.6,28.74,22.66,0.59,6.82,0.0,4.0,9.656,830.0,1460.0,630.0,17.860000000000003,1,0,0
1633,39.512596,-102.33492,1515996564,2018-01-15 06:09:24,0,0,0,0,1515938940.0,1515973800.0,0.94,0.0016,0.11,snow,50.84,14.71,29.06,0.74,7.96,0.37,2.0,4.691,849.0,1430.0,581.0,36.13,0,0,1
1634,38.5465,-93.18145,1526566326,2018-05-17 14:12:06,1,1,0,0,1526554860.0,1526606460.0,0.1,0.0307,0.77,rain,75.68,58.7,62.72,0.87,2.5,0.44,9.0,9.576,661.0,1521.0,860.0,16.980000000000004,0,1,0
1637,38.423626,-78.18304,1554493627,2019-04-05 19:47:07,1,1,0,0,1554461580.0,1554507600.0,0.02,0.0166,0.61,rain,48.3,44.18,42.27,0.85,3.33,0.95,4.0,7.835,653.0,1420.0,767.0,4.119999999999997,0,1,0
1638,31.616945,-83.18024,1542101927,2018-11-13 09:38:47,3,1,1,1,1542110460.0,1542148560.0,0.2,0.0292,0.85,rain,69.7,53.24,61.85,0.97,2.95,1.0,3.0,6.264,721.0,1356.0,635.0,16.46,0,1,0
1643,46.39382,-122.66171,1550374782,2019-02-17 03:39:42,0,0,0,0,1550330040.0,1550367540.0,0.4,0.0661,0.96,rain,41.63,30.02,34.29,0.88,2.88,0.94,2.0,8.999,914.0,1539.0,625.0,11.610000000000003,0,1,0
1644,38.57884,-122.27344,1520228165,2018-03-05 05:36:05,1,1,0,0,1520174280.0,1520215620.0,0.61,0.0022,0.27,snow,52.52,32.47,34.87,0.84,2.61,0.27,5.0,8.189,878.0,1567.0,689.0,20.050000000000004,0,0,1
1645,43.10418,-102.12047,1531771501,2018-07-16 20:05:01,2,1,1,0,1531740300.0,1531794360.0,0.16,0.0,0.0,None,89.92,60.56,58.82,0.66,7.09,0.07,9.0,9.39,685.0,1586.0,901.0,29.36,1,0,0
1646,47.88187,-101.39458,1541197869,2018-11-02 22:31:09,3,1,1,1,1541165580.0,1541201220.0,0.84,0.0067,0.57,rain,37.77,31.12,34.92,0.96,8.26,0.96,2.0,6.813,813.0,1407.0,594.0,6.650000000000002,0,1,0
1647,33.371307,-80.76848,1527754449,2018-05-31 08:14:09,1,1,0,0,1527761760.0,1527812880.0,0.57,0.0084,0.06,rain,89.12,69.17,71.58,0.78,3.9,0.68,7.0,9.794,616.0,1468.0,852.0,19.950000000000003,0,1,0
1649,38.294285,-122.2649,1533699659,2018-08-08 03:40:59,2,1,1,0,1533647880.0,1533698040.0,0.87,0.0,0.0,None,79.31,54.12,50.57,0.6,5.79,0.44,10.0,9.95,798.0,1634.0,836.0,25.190000000000005,1,0,0
1650,35.16762,-95.65243,1537748150,2018-09-24 00:15:50,3,1,1,1,1537704780.0,1537748400.0,0.47,0.0086,0.66,rain,75.17,68.03,64.61,0.87,3.98,1.0,4.0,7.765,733.0,1460.0,727.0,7.140000000000001,0,1,0
1651,39.82927,-107.80214,1521192731,2018-03-16 09:32:11,1,1,0,0,1521206520.0,1521249600.0,0.99,0.0364,0.4,snow,34.21,22.67,19.8,0.79,6.73,0.47,7.0,3.86,802.0,1520.0,718.0,11.54,0,0,1
1652,29.468939,-82.26404,1515610090,2018-01-10 18:48:10,0,0,0,0,1515587160.0,1515624600.0,0.82,0.0135,0.71,rain,70.58,63.85,64.52,0.96,3.94,0.78,3.0,8.026,746.0,1370.0,624.0,6.729999999999997,0,1,0
1653,39.281998,-110.66912,1543764514,2018-12-02 15:28:34,0,0,0,0,1543760760.0,1543795260.0,0.86,0.0,0.0,None,29.57,15.53,20.83,0.79,4.89,0.93,2.0,8.516,866.0,1441.0,575.0,14.040000000000001,1,0,0
1659,38.733223,-121.48496,1523554309,2018-04-12 17:31:49,1,1,0,0,1523540100.0,1523587260.0,0.9,0.0007,0.1,rain,63.05,42.94,38.54,0.64,2.66,0.08,8.0,9.945,815.0,1601.0,786.0,20.11,0,1,0
1663,39.762238,-88.66982,1541335727,2018-11-04 12:48:47,3,1,1,1,1541334480.0,1541371860.0,0.91,0.0864,1.0,rain,53.24,41.59,45.99,0.86,15.69,0.79,2.0,8.365,748.0,1371.0,623.0,11.649999999999999,0,1,0
1664,29.48342,-82.7751,1525026312,2018-04-29 18:25:12,1,1,0,0,1524999120.0,1525046820.0,0.5,0.0,0.0,None,86.44,61.34,57.02,0.62,1.77,0.03,10.0,8.761,652.0,1447.0,795.0,25.099999999999994,1,0,0
1665,41.15658,-87.33506,1538188263,2018-09-29 02:31:03,3,1,1,1,1538135040.0,1538177880.0,0.63,0.0003,0.02,rain,68.14,40.45,46.1,0.7,6.41,0.31,5.0,9.997,704.0,1418.0,714.0,27.689999999999998,0,1,0
1666,36.129944,-101.479065,1552592314,2019-03-14 19:38:34,1,1,0,0,1552568340.0,1552611180.0,0.27,0.0093,0.65,rain,50.07,23.45,21.95,0.5,20.1,0.21,7.0,9.997,779.0,1493.0,714.0,26.62,0,1,0
1668,36.50581,-78.79322,1540919600,2018-10-30 17:13:20,3,1,1,1,1540899480.0,1540938120.0,0.73,0.0,0.0,None,64.85,38.62,41.61,0.63,1.97,0.01,4.0,9.997,698.0,1342.0,644.0,26.229999999999997,1,0,0
1674,38.965843,-119.41972,1541711432,2018-11-08 21:10:32,3,1,1,1,1541687640.0,1541724660.0,0.05,0.0,0.0,None,43.67,14.36,9.49,0.43,4.65,0.0,3.0,9.718,874.0,1491.0,617.0,29.310000000000002,1,0,0
1676,38.482616,-109.80779,1554801287,2019-04-09 09:14:47,1,1,0,0,1554814380.0,1554861060.0,0.16,0.0,0.0,None,70.62,35.68,19.7,0.2,8.59,0.0,9.0,9.997,773.0,1551.0,778.0,34.940000000000005,1,0,0
1677,43.51461,-97.15481,1521068395,2018-03-14 22:59:55,1,1,0,0,1521031380.0,1521074100.0,0.92,0.0,0.0,None,54.77,26.39,29.44,0.69,2.75,0.16,5.0,9.997,763.0,1475.0,712.0,28.380000000000003,1,0,0
1679,37.471058,-85.92969,1539546538,2018-10-14 19:48:58,3,1,1,1,1539517920.0,1539558540.0,0.2,0.1356,1.0,rain,62.43,61.08,53.3,0.97,3.51,0.99,3.0,7.305,712.0,1389.0,677.0,1.3500000000000014,0,1,0
1681,34.909164,-76.559364,1522431519,2018-03-30 17:38:39,1,1,0,0,1522407420.0,1522452420.0,0.48,0.0014,0.13,rain,66.79,48.46,61.6,0.95,7.84,0.71,6.0,7.841,657.0,1407.0,750.0,18.330000000000005,0,1,0
1682,32.65075,-96.15825,1544704739,2018-12-13 12:38:59,0,0,0,0,1544707200.0,1544743260.0,0.21,0.0065,0.94,rain,64.8,45.31,54.99,0.84,8.8,0.99,2.0,9.85,800.0,1401.0,601.0,19.489999999999995,0,1,0
1688,44.91155,-91.944176,1544962442,2018-12-16 12:14:02,0,0,0,0,1544967660.0,1544999340.0,0.3,0.0045,0.22,rain,41.1,19.12,20.7,0.63,5.13,0.0,1.0,9.997,821.0,1349.0,528.0,21.98,0,1,0
1690,35.370773,-100.71729,1536201600,2018-09-06 02:40:00,3,1,1,1,1536150000.0,1536195960.0,0.86,0.0116,0.22,rain,83.52,64.06,65.42,0.74,6.12,0.67,5.0,9.997,740.0,1506.0,766.0,19.459999999999994,0,1,0
1694,31.24063,-99.47787,1539049663,2018-10-09 01:47:43,3,1,1,1,1539002220.0,1539044160.0,1.0,0.4785,1.0,rain,72.61,62.82,66.67,0.93,9.39,0.86,5.0,8.478,757.0,1456.0,699.0,9.79,0,1,0
1695,29.789782,-100.31339,1554523796,2019-04-06 04:09:56,1,1,0,0,1554467220.0,1554512580.0,0.02,0.0,0.0,None,83.44,65.1,50.55,0.5,8.55,0.02,10.0,9.445,747.0,1503.0,756.0,18.340000000000003,1,0,0
1697,35.77463,-95.68166,1518723846,2018-02-15 19:44:06,0,0,0,0,1518700260.0,1518739560.0,0.01,0.003,0.03,rain,79.11,40.14,59.43,0.72,8.41,0.35,4.0,9.986,791.0,1446.0,655.0,38.97,0,1,0
1699,41.449932,-122.45405,1552560912,2019-03-14 10:55:12,1,1,0,0,1552573440.0,1552616160.0,0.28,0.0005,0.01,snow,54.86,29.08,22.92,0.56,3.66,0.0,6.0,9.168,864.0,1576.0,712.0,25.78,0,0,1
1701,47.11839,-120.38762,1529161283,2018-06-16 15:01:23,2,1,1,0,1529150820.0,1529208060.0,0.13,0.0177,0.8,rain,61.58,49.58,45.62,0.73,6.55,0.8,6.0,4.139,727.0,1681.0,954.0,12.0,0,1,0
1702,31.33123,-89.39318,1553027581,2019-03-19 20:33:01,1,1,0,0,1552997040.0,1553040540.0,0.46,0.0,0.0,None,65.01,33.67,29.26,0.49,4.97,0.0,8.0,9.988,724.0,1449.0,725.0,31.340000000000003,1,0,0
1704,39.220127,-108.52729,1519082847,2018-02-19 23:27:27,0,0,0,0,1519048920.0,1519088220.0,0.14,0.0109,0.54,rain,46.3,14.26,24.84,0.61,10.7,0.73,3.0,4.719,842.0,1497.0,655.0,32.04,0,1,0
1707,34.548252,-77.13746,1532303708,2018-07-22 23:55:08,2,1,1,0,1532254380.0,1532305140.0,0.35,0.0417,0.44,rain,86.86,74.7,76.15,0.83,9.86,0.39,8.0,9.965,613.0,1459.0,846.0,12.159999999999997,0,1,0
1709,46.540855,-117.24787,1516087157,2018-01-16 07:19:17,0,0,0,0,1516030200.0,1516062600.0,0.97,0.001,0.14,rain,51.44,39.97,35.54,0.73,6.71,0.14,1.0,2.06,930.0,1470.0,540.0,11.469999999999999,0,1,0
1710,30.498783,-102.80312,1531546812,2018-07-14 05:40:12,2,1,1,0,1531569600.0,1531619760.0,0.08,0.0,0.0,None,91.47,68.99,55.87,0.45,8.26,0.02,12.0,9.997,720.0,1556.0,836.0,22.480000000000004,1,0,0
1713,43.130043,-109.80144,1531931651,2018-07-18 16:34:11,2,1,1,0,1531915020.0,1531968960.0,0.23,0.0015,0.19,rain,69.94,34.31,34.98,0.53,8.21,0.04,11.0,9.75,717.0,1616.0,899.0,35.629999999999995,0,1,0
1714,44.549294,-104.48432,1529239100,2018-06-17 12:38:20,2,1,1,0,1529234040.0,1529290020.0,0.17,0.0495,1.0,rain,51.83,47.9,50.09,0.99,6.53,1.0,5.0,4.961,674.0,1607.0,933.0,3.9299999999999997,0,1,0
1716,47.63483,-93.97738,1544478881,2018-12-10 21:54:41,0,0,0,0,1544450100.0,1544480760.0,0.12,0.0063,0.39,snow,34.99,2.41,13.99,0.8,1.55,0.0,1.0,9.864,835.0,1346.0,511.0,32.58,0,0,1
1717,32.237137,-108.31465,1529797156,2018-06-23 23:39:16,2,1,1,0,1529755740.0,1529807100.0,0.37,0.0,0.0,None,93.49,67.74,23.47,0.13,10.32,0.0,12.0,9.997,729.0,1585.0,856.0,25.75,1,0,0
1719,32.624493,-96.43666,1550633764,2019-02-20 03:36:04,0,0,0,0,1550581560.0,1550621760.0,0.52,0.1764,1.0,rain,40.06,37.97,33.04,0.8,6.68,0.9,4.0,7.196,786.0,1456.0,670.0,2.0900000000000034,0,1,0
1721,52.255802,-118.879196,1517618020,2018-02-03 00:33:40,0,0,0,0,1517585700.0,1517618760.0,0.6,0.0224,1.0,snow,7.51,3.83,4.49,1.0,0.35,1.0,1.0,1.696,935.0,1486.0,551.0,3.6799999999999997,0,0,1
1722,47.240868,-104.42068,1544948328,2018-12-16 08:18:48,0,0,0,0,1544971200.0,1545001800.0,0.3,0.0,0.0,None,43.51,27.32,21.04,0.68,5.66,0.0,1.0,9.997,880.0,1390.0,510.0,16.189999999999998,1,0,0
